batch,Dec_CrossAttn_L0,Dec_CrossAttn_L1,Dec_CrossAttn_L2,Dec_CrossAttn_L3,Dec_CrossAttn_L4,Dec_CrossAttn_L5,Dec_FFN_L0,Dec_FFN_L1,Dec_FFN_L2,Dec_FFN_L3,Dec_FFN_L4,Dec_FFN_L5,Dec_SelfAttn_L0,Dec_SelfAttn_L1,Dec_SelfAttn_L2,Dec_SelfAttn_L3,Dec_SelfAttn_L4,Dec_SelfAttn_L5,Enc_FFN_L0,Enc_FFN_L1,Enc_FFN_L2,Enc_FFN_L3,Enc_FFN_L4,Enc_FFN_L5,Enc_SelfAttn_L0,Enc_SelfAttn_L1,Enc_SelfAttn_L2,Enc_SelfAttn_L3,Enc_SelfAttn_L4,Enc_SelfAttn_L5
batch 806,0.745439,0.598484,0.593930,0.605467,0.663965,0.568939,0.594643,0.475490,0.459732,0.516070,0.515878,0.683142,0.744667,0.247612,0.172896,0.130971,0.261815,0.358170,0.728718,0.550482,0.472824,0.413610,0.379822,0.462119,1.532134,0.714575,0.542706,0.456806,0.435482,0.381200
batch 807,0.734202,0.606230,0.586079,0.592050,0.667714,0.594870,0.544764,0.456492,0.455098,0.517183,0.499220,0.747277,0.677531,0.244695,0.161943,0.134583,0.269587,0.401596,0.674660,0.511641,0.448618,0.440916,0.372510,0.472132,1.468750,0.722944,0.548824,0.453594,0.425234,0.395898
batch 808,0.777860,0.619209,0.589465,0.604667,0.669029,0.578875,0.577059,0.470806,0.476457,0.516679,0.514842,0.739316,0.737367,0.272275,0.174465,0.143208,0.266626,0.407809,0.690315,0.539455,0.466721,0.429157,0.382877,0.477974,1.500390,0.729750,0.537689,0.447712,0.444170,0.387026
batch 809,0.740852,0.602617,0.576840,0.566437,0.643764,0.554937,0.585687,0.459009,0.475786,0.520227,0.521487,0.739703,0.686966,0.253130,0.174092,0.152742,0.275442,0.383929,0.690268,0.517565,0.471564,0.478243,0.377646,0.467737,1.514522,0.750058,0.535227,0.472431,0.426689,0.373488
batch 810,0.743085,0.638623,0.591478,0.618105,0.670145,0.579640,0.545952,0.455676,0.456740,0.514651,0.513062,0.738314,0.680468,0.247304,0.176412,0.140568,0.267903,0.393953,0.719204,0.547056,0.481764,0.435697,0.400131,0.461704,1.530591,0.738980,0.549787,0.477429,0.422161,0.386181
batch 811,0.824099,0.666242,0.615942,0.640122,0.672957,0.633839,0.571680,0.466188,0.469936,0.530672,0.527750,0.727204,0.827443,0.236014,0.169777,0.128731,0.267996,0.395086,0.789658,0.595696,0.547397,0.450571,0.411218,0.472945,1.649853,0.715965,0.505848,0.408511,0.373733,0.325654
batch 812,0.766206,0.651086,0.612694,0.641301,0.691473,0.635527,0.544431,0.471016,0.466961,0.525495,0.528503,0.737458,0.777913,0.257969,0.168879,0.134291,0.283346,0.400182,0.724032,0.567713,0.476317,0.436564,0.409737,0.465269,1.412572,0.699133,0.511634,0.463810,0.386024,0.344059
batch 813,0.771162,0.624808,0.587635,0.608199,0.724326,0.590269,0.553822,0.457610,0.472732,0.512662,0.494190,0.760148,0.722537,0.259289,0.164698,0.144004,0.292452,0.425990,0.700073,0.526179,0.484631,0.482743,0.402808,0.467340,1.449924,0.717530,0.560395,0.475481,0.416991,0.372467
batch 814,0.787465,0.641369,0.603440,0.604135,0.661687,0.558444,0.603639,0.488364,0.469534,0.529408,0.554371,0.749855,0.759118,0.248567,0.163387,0.142123,0.309436,0.396797,0.709420,0.533277,0.460248,0.475609,0.433418,0.475326,1.516590,0.771850,0.549033,0.455387,0.425884,0.374582
batch 815,0.765174,0.646494,0.589480,0.611123,0.683727,0.608792,0.560015,0.471295,0.462912,0.525140,0.504802,0.689765,0.846503,0.229648,0.165047,0.128500,0.266609,0.371782,0.735205,0.557304,0.462178,0.433362,0.393776,0.488847,1.397912,0.697851,0.522813,0.445438,0.381029,0.361212
batch 816,0.791999,0.636061,0.618032,0.634481,0.676739,0.619413,0.560237,0.471266,0.473101,0.533492,0.524657,0.758159,0.747065,0.223938,0.170378,0.136486,0.277833,0.402404,0.763951,0.563382,0.495419,0.444178,0.368992,0.466761,1.628018,0.739382,0.551746,0.457260,0.417456,0.373606
batch 817,0.802181,0.630165,0.622147,0.611653,0.682829,0.573027,0.597256,0.494825,0.478315,0.539097,0.527260,0.761607,0.761450,0.248741,0.168852,0.135907,0.269904,0.401496,0.736320,0.555192,0.481668,0.454879,0.415025,0.467550,1.516286,0.751613,0.566163,0.483286,0.409395,0.370499
batch 818,0.923627,0.694044,0.628517,0.617753,0.641552,0.587430,0.616690,0.477058,0.465189,0.517021,0.536862,0.760072,0.869766,0.237660,0.182254,0.145456,0.268821,0.401813,0.846346,0.657743,0.539005,0.451654,0.389996,0.426842,1.594876,0.783736,0.493316,0.388773,0.413804,0.348805
batch 819,0.809380,0.656651,0.631064,0.640640,0.729329,0.628586,0.577889,0.480321,0.471423,0.541628,0.524128,0.751437,0.732651,0.256340,0.171382,0.142855,0.293244,0.415151,0.741203,0.520978,0.473844,0.455196,0.382180,0.474698,1.501692,0.706093,0.523260,0.470158,0.408320,0.364353
batch 820,0.859936,0.692184,0.624579,0.643989,0.683099,0.558810,0.633084,0.467588,0.472032,0.526746,0.532096,0.728853,0.852098,0.234867,0.147671,0.132270,0.270471,0.394082,0.805117,0.598005,0.522528,0.421857,0.430504,0.423198,1.534800,0.762513,0.536123,0.472147,0.382847,0.311128
batch 821,0.799023,0.655407,0.606450,0.620068,0.720777,0.573834,0.588396,0.478990,0.462652,0.533420,0.512724,0.740483,0.747475,0.271411,0.185463,0.164575,0.266812,0.399096,0.679318,0.520564,0.477792,0.445980,0.407553,0.456346,1.456580,0.711678,0.526375,0.471773,0.433435,0.396664
batch 822,0.865673,0.676988,0.648785,0.632050,0.709600,0.593199,0.580358,0.473676,0.462100,0.523976,0.536540,0.749134,0.824564,0.209681,0.171341,0.127593,0.273148,0.402649,0.775626,0.620320,0.546058,0.430113,0.409110,0.410201,1.433190,0.697034,0.464741,0.390236,0.340710,0.296711
batch 823,0.882186,0.651956,0.614939,0.609881,0.708876,0.620787,0.598938,0.469281,0.466770,0.535051,0.512857,0.771352,0.852579,0.225569,0.157249,0.132178,0.278472,0.422318,0.802638,0.600942,0.528709,0.436900,0.430772,0.445523,1.582193,0.727424,0.493688,0.450730,0.367136,0.322737
batch 824,0.801047,0.660347,0.629839,0.631546,0.688189,0.603615,0.570940,0.476937,0.468923,0.530354,0.529512,0.771989,0.748575,0.249333,0.191834,0.153599,0.273900,0.418560,0.745244,0.573100,0.488207,0.443873,0.407336,0.448133,1.478474,0.725560,0.531109,0.447546,0.401440,0.364401
batch 825,0.774825,0.636646,0.599597,0.609427,0.720291,0.626240,0.569674,0.462514,0.465299,0.519122,0.502158,0.739427,0.719444,0.272775,0.173581,0.140455,0.269668,0.415786,0.654518,0.491704,0.450596,0.440571,0.396732,0.479100,1.346482,0.688525,0.543866,0.444297,0.428282,0.386679
batch 826,0.777247,0.630381,0.596969,0.608237,0.695435,0.579532,0.572503,0.485441,0.473705,0.530370,0.523270,0.753447,0.735083,0.258583,0.174104,0.134590,0.282867,0.408687,0.666775,0.511520,0.484794,0.438462,0.370781,0.466727,1.384731,0.704856,0.539728,0.437683,0.430200,0.385161
batch 827,0.673657,0.579643,0.579726,0.600293,0.692733,0.583875,0.525827,0.460487,0.460462,0.525450,0.502909,0.746630,0.657723,0.273544,0.171734,0.137860,0.267017,0.401226,0.663391,0.511384,0.436849,0.436245,0.383457,0.472929,1.409786,0.724616,0.541554,0.451408,0.429967,0.402661
batch 828,0.783000,0.631031,0.597886,0.593400,0.662107,0.592900,0.536213,0.444651,0.449632,0.517833,0.506896,0.756153,0.728631,0.219864,0.154786,0.149452,0.296006,0.404311,0.769250,0.616887,0.519529,0.404827,0.426630,0.415970,1.474316,0.750047,0.531544,0.413369,0.390027,0.326325
batch 829,0.736629,0.632338,0.604305,0.625877,0.684998,0.591904,0.539649,0.456312,0.456999,0.524648,0.520705,0.761283,0.670045,0.243827,0.164082,0.144583,0.273626,0.409785,0.735123,0.554074,0.505421,0.443496,0.398789,0.457934,1.539567,0.756625,0.546367,0.464468,0.422737,0.398450
batch 830,0.809552,0.639212,0.607804,0.626410,0.650001,0.569717,0.615403,0.463487,0.468009,0.527525,0.518214,0.745291,0.790309,0.232644,0.167143,0.150543,0.265776,0.394987,0.810376,0.667173,0.561506,0.428046,0.409770,0.447703,1.692712,0.750398,0.531833,0.437185,0.377913,0.331480
batch 831,0.806807,0.647175,0.609038,0.598169,0.691569,0.623085,0.558447,0.459326,0.457208,0.527486,0.533228,0.744586,0.759248,0.222675,0.160657,0.128226,0.279818,0.396896,0.824242,0.611753,0.520928,0.422264,0.411234,0.425254,1.661140,0.734327,0.511842,0.431125,0.366902,0.337085
batch 832,0.792532,0.663277,0.631633,0.644733,0.662552,0.565685,0.557831,0.470387,0.471510,0.529933,0.505593,0.758568,0.777112,0.227396,0.174939,0.129426,0.258829,0.404665,0.751896,0.568692,0.491277,0.446913,0.457910,0.469434,1.472312,0.723174,0.530869,0.472799,0.403419,0.351066
batch 833,0.794200,0.647032,0.619827,0.650485,0.752277,0.620224,0.554867,0.472186,0.472803,0.521960,0.503762,0.718830,0.739703,0.237559,0.167293,0.132664,0.284134,0.380841,0.755066,0.535736,0.476997,0.449667,0.397364,0.483294,1.479796,0.747337,0.552535,0.462165,0.397727,0.362837
batch 834,0.813005,0.638778,0.618316,0.616417,0.665365,0.570012,0.610548,0.473465,0.461118,0.525236,0.522315,0.747840,0.763752,0.245422,0.166408,0.128092,0.272247,0.405472,0.756729,0.559945,0.516721,0.438566,0.372589,0.492498,1.604689,0.749945,0.552292,0.485620,0.428617,0.386729
batch 835,0.713441,0.604736,0.579791,0.628259,0.723268,0.608319,0.514743,0.470650,0.461668,0.512969,0.503545,0.737605,0.640381,0.243903,0.180768,0.147629,0.270052,0.396990,0.668287,0.521508,0.458651,0.439363,0.440803,0.466245,1.437599,0.711119,0.536192,0.449551,0.430095,0.386672
batch 836,0.773036,0.646170,0.619430,0.622082,0.682710,0.576651,0.576598,0.468326,0.452550,0.516776,0.504644,0.739274,0.748499,0.265815,0.172030,0.138501,0.263350,0.397080,0.725552,0.548887,0.483915,0.438702,0.377546,0.455122,1.537183,0.745362,0.539263,0.463771,0.440863,0.386546
batch 837,0.862953,0.713690,0.644560,0.651013,0.777591,0.613990,0.592609,0.475417,0.480604,0.548703,0.536075,0.736915,0.822986,0.221505,0.176883,0.129530,0.290784,0.397555,0.813927,0.616729,0.533192,0.456973,0.419759,0.439333,1.632329,0.723022,0.506807,0.393738,0.368908,0.319447
batch 838,0.754000,0.616527,0.589623,0.620522,0.725682,0.605494,0.573081,0.469078,0.478751,0.534862,0.500257,0.759236,0.746724,0.223436,0.169712,0.137318,0.266903,0.403873,0.680059,0.490669,0.464469,0.465468,0.371070,0.496027,1.424529,0.677104,0.499295,0.436975,0.416404,0.376992
batch 839,0.801306,0.628300,0.638479,0.617756,0.696075,0.589846,0.564714,0.459377,0.465287,0.529045,0.537954,0.711141,0.798307,0.219630,0.153334,0.126860,0.268501,0.375668,0.769539,0.593811,0.522407,0.436498,0.399962,0.444229,1.468913,0.704431,0.515573,0.400890,0.373501,0.350904
batch 840,0.795748,0.639499,0.618182,0.640005,0.732468,0.604637,0.574347,0.470780,0.472471,0.541481,0.538090,0.728530,0.762975,0.244179,0.167131,0.129825,0.275551,0.393173,0.721505,0.547783,0.483103,0.412053,0.386017,0.486652,1.423164,0.709318,0.514941,0.458854,0.397843,0.375015
batch 841,0.783171,0.628052,0.586962,0.573689,0.604555,0.590734,0.596972,0.456543,0.473288,0.527775,0.532872,0.766439,0.759313,0.234812,0.156736,0.127858,0.262367,0.420269,0.809654,0.608418,0.535645,0.466710,0.415850,0.450319,1.574390,0.776983,0.539739,0.443345,0.364565,0.303372
batch 842,0.854452,0.673741,0.638416,0.625346,0.695608,0.609292,0.587541,0.473940,0.469216,0.526764,0.518694,0.748195,0.797869,0.252396,0.167213,0.138865,0.277714,0.398331,0.779387,0.623024,0.545419,0.450327,0.423304,0.418248,1.594093,0.752614,0.543972,0.431950,0.375923,0.343970
batch 843,0.850794,0.676357,0.619829,0.625710,0.738869,0.628373,0.584198,0.484000,0.469399,0.529527,0.513223,0.771221,0.797425,0.270860,0.184428,0.156305,0.294853,0.440081,0.691819,0.550452,0.474311,0.454108,0.378704,0.484635,1.436541,0.719699,0.530499,0.460152,0.425926,0.379816
batch 844,0.840940,0.684100,0.659954,0.658761,0.727878,0.605762,0.603537,0.496694,0.488051,0.537297,0.528566,0.783231,0.827866,0.245139,0.155389,0.128723,0.282538,0.412220,0.728742,0.545806,0.498115,0.425501,0.382115,0.460347,1.415589,0.748696,0.534104,0.472569,0.411624,0.369996
batch 845,0.813085,0.631703,0.624817,0.593181,0.677485,0.616332,0.598065,0.485549,0.481652,0.522676,0.526082,0.676836,0.775326,0.231364,0.169798,0.129341,0.276364,0.358755,0.720821,0.553484,0.507802,0.400976,0.367479,0.497122,1.425804,0.623539,0.497257,0.411056,0.393093,0.357670
batch 846,0.782572,0.650043,0.620060,0.649687,0.730591,0.593840,0.550090,0.469391,0.462511,0.528924,0.523033,0.747149,0.697272,0.239826,0.189416,0.145005,0.276544,0.398244,0.739030,0.585850,0.505972,0.469743,0.418239,0.456505,1.602115,0.787438,0.559514,0.466047,0.409650,0.355524
batch 847,0.689409,0.621842,0.588750,0.620081,0.671533,0.600954,0.500490,0.454354,0.460775,0.510860,0.499243,0.754407,0.629298,0.250571,0.165485,0.138735,0.263464,0.406989,0.722600,0.515789,0.456732,0.466516,0.425688,0.484683,1.588291,0.752368,0.572456,0.459299,0.473057,0.403052
batch 848,0.752075,0.627710,0.604323,0.623893,0.732185,0.639188,0.521607,0.463156,0.460607,0.526900,0.506597,0.739697,0.685305,0.246130,0.165951,0.142407,0.273359,0.407727,0.705531,0.520006,0.479482,0.450628,0.400418,0.465730,1.461550,0.701149,0.536067,0.432334,0.417624,0.360732
batch 849,0.909427,0.706320,0.652584,0.655430,0.670305,0.632916,0.619841,0.482672,0.473196,0.528260,0.521510,0.730529,0.866820,0.240356,0.169938,0.138336,0.267118,0.389363,0.805157,0.616079,0.537549,0.405423,0.325198,0.417002,1.465275,0.706192,0.484522,0.381531,0.377835,0.321250
batch 850,0.801106,0.623978,0.617021,0.630684,0.733157,0.603600,0.569418,0.469097,0.473233,0.546356,0.524226,0.767297,0.769904,0.240865,0.167764,0.141435,0.280737,0.431737,0.713420,0.499492,0.487697,0.482920,0.403326,0.493027,1.514274,0.693856,0.557292,0.464407,0.419614,0.390302
batch 851,0.752200,0.648152,0.611136,0.627196,0.711486,0.617485,0.537277,0.465888,0.464756,0.519556,0.510203,0.763452,0.678875,0.248750,0.172976,0.140342,0.286960,0.415567,0.714478,0.516456,0.481041,0.450187,0.381719,0.476801,1.529302,0.733337,0.543153,0.450929,0.424055,0.378052
batch 852,0.717366,0.618424,0.578356,0.599562,0.693233,0.575856,0.530543,0.459626,0.474460,0.527959,0.492066,0.741340,0.670388,0.269964,0.170903,0.140715,0.259945,0.392712,0.665542,0.511967,0.446186,0.452272,0.420181,0.465483,1.464358,0.733961,0.544478,0.466274,0.438664,0.380526
batch 853,0.765635,0.639567,0.599069,0.597762,0.655521,0.577784,0.594502,0.475020,0.480413,0.519018,0.509541,0.752937,0.734374,0.275629,0.181078,0.142533,0.258227,0.403938,0.728015,0.548577,0.461764,0.474846,0.384184,0.447878,1.544059,0.733646,0.557374,0.449056,0.425242,0.383261
batch 854,0.820954,0.658815,0.624828,0.611361,0.711819,0.591170,0.592871,0.473159,0.472470,0.533161,0.512222,0.749044,0.741155,0.252686,0.161940,0.130486,0.274408,0.405719,0.720990,0.548875,0.485880,0.437950,0.379935,0.471075,1.530150,0.743514,0.538386,0.465652,0.442375,0.402561
batch 855,0.808349,0.638921,0.630980,0.614495,0.727956,0.608585,0.533267,0.462001,0.458776,0.508695,0.505225,0.767864,0.687606,0.243438,0.181077,0.145543,0.306682,0.427851,0.667979,0.528331,0.450111,0.434727,0.405105,0.471107,1.392134,0.707383,0.535745,0.452428,0.440076,0.381529
batch 856,0.832143,0.672472,0.639132,0.650868,0.731390,0.624605,0.553852,0.458272,0.469526,0.528124,0.523705,0.762612,0.789118,0.216808,0.155918,0.129956,0.290731,0.411888,0.800732,0.596649,0.513504,0.419757,0.434506,0.468044,1.620335,0.740402,0.562441,0.451021,0.399880,0.342094
batch 857,0.796732,0.629759,0.604285,0.598932,0.667242,0.573919,0.597843,0.470806,0.466585,0.525162,0.515079,0.739619,0.740294,0.253207,0.184837,0.148507,0.263680,0.387458,0.716202,0.540689,0.476667,0.427493,0.403486,0.483768,1.512065,0.731022,0.543860,0.455987,0.425355,0.375544
batch 858,0.774608,0.619439,0.590814,0.600776,0.631355,0.543437,0.602253,0.477504,0.463676,0.516806,0.526581,0.722479,0.739145,0.272104,0.183900,0.143480,0.248425,0.382179,0.733817,0.558206,0.490974,0.425615,0.389926,0.457294,1.512197,0.710789,0.549094,0.438546,0.440874,0.388554
batch 859,0.775298,0.627400,0.604767,0.610993,0.645587,0.547762,0.577697,0.467897,0.454225,0.518400,0.524937,0.718131,0.727454,0.260488,0.170317,0.140674,0.255870,0.382386,0.718557,0.568246,0.506928,0.416313,0.375772,0.454039,1.503585,0.745461,0.545645,0.452785,0.436949,0.391810
batch 860,0.712277,0.606543,0.577885,0.589353,0.662820,0.556628,0.531314,0.451710,0.454507,0.513972,0.511292,0.742356,0.643101,0.258397,0.184134,0.147850,0.259818,0.390228,0.738472,0.581659,0.515168,0.433472,0.380596,0.426060,1.504332,0.742883,0.545260,0.451136,0.414134,0.366438
batch 861,0.844534,0.673789,0.628190,0.659727,0.714722,0.653254,0.582814,0.464187,0.468713,0.515402,0.526054,0.716377,0.786724,0.237901,0.190396,0.154790,0.286135,0.391710,0.780764,0.588371,0.525534,0.442531,0.379172,0.454971,1.628523,0.739827,0.532861,0.452231,0.377124,0.342032
batch 862,0.732243,0.603371,0.585762,0.620224,0.689506,0.568650,0.551288,0.450582,0.460853,0.509545,0.514732,0.702304,0.642256,0.239575,0.164458,0.134787,0.274465,0.367868,0.707931,0.527689,0.487272,0.451492,0.395258,0.473751,1.487530,0.731517,0.530460,0.450446,0.405838,0.377863
batch 863,0.852342,0.662222,0.578153,0.602200,0.621983,0.578349,0.585698,0.453795,0.459484,0.520915,0.541319,0.743391,0.789748,0.237874,0.172132,0.136151,0.258683,0.385604,0.751022,0.600083,0.527966,0.441001,0.412687,0.410558,1.513363,0.712704,0.518519,0.420857,0.373513,0.336097
batch 864,0.769028,0.650976,0.605033,0.610481,0.679981,0.573065,0.574309,0.474866,0.463185,0.534188,0.537434,0.735212,0.756042,0.266610,0.167604,0.132920,0.270682,0.385699,0.764141,0.588306,0.506478,0.432650,0.398798,0.445100,1.580369,0.761953,0.563532,0.471589,0.433753,0.374852
batch 865,0.752277,0.620741,0.601978,0.611514,0.697301,0.621974,0.556777,0.463729,0.460613,0.524587,0.529071,0.746555,0.715643,0.269090,0.176476,0.148654,0.283867,0.406075,0.686635,0.520332,0.443280,0.424584,0.371437,0.455389,1.387123,0.702541,0.545579,0.432969,0.404848,0.370962
batch 866,0.897501,0.686480,0.668588,0.632061,0.694832,0.595426,0.574283,0.472636,0.479163,0.536485,0.528086,0.763184,0.862894,0.219081,0.154571,0.126993,0.284686,0.403576,0.808415,0.610813,0.548539,0.431785,0.391213,0.459049,1.533787,0.666687,0.487161,0.396198,0.361312,0.297812
batch 867,0.742539,0.612638,0.590599,0.590825,0.670419,0.583792,0.560978,0.470743,0.455723,0.520962,0.514950,0.753867,0.718893,0.275499,0.174227,0.132213,0.264645,0.420223,0.649168,0.507744,0.437953,0.427328,0.389186,0.474819,1.415715,0.722707,0.534169,0.457775,0.420775,0.394139
batch 868,0.858431,0.676302,0.635791,0.631730,0.737577,0.618048,0.569501,0.462520,0.462526,0.515139,0.527212,0.717825,0.766094,0.225856,0.174989,0.133173,0.281967,0.386340,0.775088,0.606812,0.528929,0.435742,0.436665,0.450602,1.512662,0.765424,0.558720,0.441369,0.399543,0.355949
batch 869,0.806485,0.655713,0.627231,0.576038,0.652898,0.594773,0.570000,0.463951,0.455279,0.514625,0.517780,0.743946,0.777038,0.219745,0.164782,0.132008,0.267032,0.393058,0.768215,0.635897,0.547229,0.441607,0.401233,0.468578,1.555058,0.717898,0.508819,0.407079,0.381553,0.337989
batch 870,0.775484,0.655295,0.581964,0.621975,0.683981,0.556074,0.577738,0.465673,0.467006,0.518463,0.515350,0.704420,0.751705,0.274729,0.177174,0.150255,0.271907,0.367945,0.771483,0.608356,0.517809,0.425169,0.381135,0.453545,1.536336,0.772529,0.533477,0.449807,0.389614,0.359679
batch 871,0.848566,0.673695,0.631300,0.652204,0.718446,0.593819,0.602305,0.495975,0.478999,0.540356,0.539373,0.751906,0.795908,0.232166,0.169295,0.133926,0.278938,0.396116,0.698699,0.517979,0.476324,0.448002,0.407246,0.500353,1.472247,0.662636,0.527501,0.433130,0.406471,0.368857
batch 872,0.750735,0.637263,0.618692,0.635122,0.706095,0.596625,0.544106,0.457278,0.459002,0.516222,0.515763,0.757595,0.676506,0.253135,0.170396,0.141405,0.293871,0.413871,0.725808,0.538846,0.467055,0.435685,0.404597,0.457443,1.412160,0.725566,0.536250,0.452724,0.413744,0.375994
batch 873,0.849142,0.685516,0.660965,0.686219,0.780755,0.663867,0.570286,0.493384,0.496196,0.544891,0.505870,0.722052,0.806199,0.241132,0.185539,0.151466,0.293371,0.402768,0.747147,0.556109,0.500916,0.449879,0.362792,0.494267,1.573265,0.667803,0.502597,0.431922,0.389401,0.353934
batch 874,0.823876,0.647452,0.619968,0.635669,0.707114,0.593632,0.563839,0.467525,0.471660,0.531228,0.518646,0.766805,0.718028,0.261595,0.168688,0.143781,0.283659,0.423465,0.675202,0.523616,0.450516,0.427078,0.395460,0.473786,1.379522,0.700367,0.523260,0.459951,0.404349,0.380521
batch 875,0.794829,0.629030,0.624938,0.608802,0.683098,0.569867,0.572682,0.475818,0.476171,0.547017,0.524364,0.743726,0.787355,0.226305,0.157893,0.116653,0.266684,0.396768,0.710936,0.549315,0.517626,0.433912,0.389221,0.503608,1.526566,0.703728,0.538315,0.458669,0.397178,0.361147
batch 876,0.779604,0.647824,0.598724,0.628673,0.667317,0.575587,0.556212,0.451916,0.460901,0.520437,0.519573,0.745718,0.787141,0.242173,0.169382,0.143545,0.267221,0.416068,0.757987,0.555263,0.501594,0.411966,0.363150,0.461510,1.575931,0.728785,0.531510,0.458635,0.421340,0.393973
batch 877,0.708055,0.610097,0.597726,0.638588,0.723896,0.627025,0.485997,0.459816,0.459846,0.523677,0.510437,0.751758,0.622066,0.241155,0.163351,0.143468,0.294893,0.407010,0.713094,0.516555,0.440998,0.410059,0.367935,0.496180,1.490970,0.710279,0.523133,0.467041,0.421044,0.380624
batch 878,0.814155,0.661968,0.629211,0.638747,0.703950,0.599466,0.564421,0.467307,0.467515,0.534400,0.518524,0.742049,0.787848,0.246347,0.168731,0.135726,0.275537,0.392422,0.701580,0.539705,0.471621,0.420198,0.373472,0.456105,1.466678,0.772223,0.555538,0.464740,0.425432,0.384602
batch 879,0.913781,0.674604,0.669844,0.627232,0.647349,0.575631,0.638074,0.471345,0.467018,0.534584,0.546436,0.726614,0.862685,0.214944,0.156633,0.125917,0.263085,0.379276,0.814947,0.656574,0.531396,0.461056,0.435128,0.412952,1.520858,0.755606,0.516963,0.386210,0.370972,0.302916
